segment_id,speaker,video_id,start,end,text,toxicity_true
ben_shapiro_PGtFTXj6kZc_0088,ben_shapiro,PGtFTXj6kZc,3665.119,3708.72,"previously. Um, and we know that he's going to have a ton of money. So, we're we're out making sure that we have the resources. But I firmly believe and and Donald Trump is the most clear example of this in our lifetime that good politics is is a reflection of good policy and that when you go out there and you argue for the issues that the American people vote on, in my case, the issues that the North Carolina voters care about and put solutions on the table, that ultimately is going to be the most important factor in the race. So for people who want to help out your campaign, obviously it's a huge campaign. Got to get started early. So where should they go to help you out? >> michael wildley.com. You know, that's the website where folks can go and they can invest. They can also sign up to be a volunteer. You know, this is going to",
ben_shapiro_eZ3grZgEu2c_0914,ben_shapiro,eZ3grZgEu2c,170.959,214.72,"you to fear socialism so badly? >> It stinks. >> What? >> Because the truth is, they're already using it for themselves. What is socialism really? The definition is a system where resources and industry serve the public. >> That is incorrect. >> No, that's not the definition at all. Actually, the definition is the nationalization of the means of production. [Music] That's the definition of socialism. Now, you can have systems within a free market system that are more socialistic. Like, for example, if you nationalize",
ben_shapiro_MrpKVHd_1No_1047,ben_shapiro,MrpKVHd_1No,1463.44,1507.12,"course is right. Again, when you lower the interest rates, that is a subsidy to demand because maybe I wasn't thinking about taking out a mortgage at 7%, but I am thinking about taking out a second mortgage at 2%. The Federal Reserve then had to raise rates to bring inflation under control. The result, average monthly payments on a new home have climbed some 80% over the last 5 years. This means fewer young people can afford a home. The median age of first-time buyers this year reached an all-time high of 40 compared to the late 20s in the 1980s. Public surveys show the cost of housing is an acute worry for young Americans. So, President Trump has now been sold apparently on the idea of a 50-year mortgage by Bill Py, who runs the Federal Housing Finance Agency. The aim is to reduce monthly payments by amortizing the loan over a longer period. So, instead of paying down the",
ben_shapiro_ch1qmDW4A04_0432,ben_shapiro,ch1qmDW4A04,1135.52,1179.76,"Democratic party seems to have very little systemic immunity to them like at all. All it's going to cost you if they win is all your money and all your freedom. This is basically the platform. Zorani. Well, one of the fun things about the socialists when they campaign is they campaign on happydoo as I say and then the mask comes off and they say, ""Give me your money."" So, yesterday Zoramani did that. All righty. Coming up. Zor Mamdani, he is in fact implementing socialism because he's doing the first thing socialists do. He's trying to take money from people. We'll get to that in a moment. First, Good Ranchers. Okay, Good Ranchers is great. Why? Well, because it's American meat. Recently, I learned that over 4 billion pounds of meat were imported into the United States last year. And that can still be labeled technically product of the United States. If labels",
ben_shapiro_-v01asSN2gU_0720,ben_shapiro,-v01asSN2gU,2015.36,2060.32,"this type of content because the more of this kind of conspiratorial content, let's just call it that, that you make, the more likely people are to engage with it because they're going they're thinking to themselves, ""Oh, this is interesting. This is dangerous. I want to hear what these secrets being uncovered."" Whenever a secret is being uncovered, that's much more interesting than somebody saying, ""Hey, there's no secret. Everybody's bad at their job."" >> Which which by the way is actually significantly more accurate. In virtually all circumstances, people are just not good at things who think they were going to be good at things and then the results are bad. But it's much it's much more sexy if you say, ""No, no, there's a nefarious secret. There's a group that meets in secret and they get together just to you."" Right? That's and and that's that's flattering to your sense of self. It's flattering to to your sense of the world. And now you're part of a now you're part of an informed group of people who really know the thing that nobody else knows. Well,",
ben_shapiro_R5qWmHn7SUY_0178,ben_shapiro,R5qWmHn7SUY,3433.839,3476.079,"countries, mainly in Africa, with restricting visas unless they accept illegal migrants and criminals back into their countries. So even Britain is now adopting the immigration policies of the president of the United States, which makes perfect sense because those are practical policies. That's the stuff that the Trump administration needs to be focusing on and they can't allow the narrative to get away from them with, you know, colorful images about the suffering of Abua being arrested in front of the Christmas tree. All righty. Coming up, we'll get to the latest in the Middle East. a major move by the Trump administration with the acquiescence of the United Nations. Actually, remember in order to watch, you have to be a member. If you're not a member, become member. Use code Shapiro. Check out for two months free on all",
ben_shapiro_R5qWmHn7SUY_0156,ben_shapiro,R5qWmHn7SUY,2514.0,2556.88,"big beautiful bill into law. That includes no tax on tips, no tax on overtime, and no tax on social security for our great seniors. That is a big deal. >> Okay. Now, again, he's not wrong. It is a big deal. But does it fundamentally change the underlying systems in the United States to the extent that you're going to get more investment and more innovation? Or does it just maintain what was? And at the same time that you're maintaining what was, which is a good thing. If you throw a a bunch of sand into the gears with the tariffs, what you end up doing is creating confusion. And so, people are taking the money that they have and they are stacking it. Again, it is not a coincidence that they are stacking their money, particularly in the markets at",
ben_shapiro_HkYB_pZjPEM_0889,ben_shapiro,HkYB_pZjPEM,2591.119,2633.359,"away the minute that it is tested by any economic question at all. And the minute that the free market, literally the minute the free market produces a lag effect, a bunch of people on the right jump off the bandwagon on the free market. Oh, no, no. Now we need, this is when we need government policy. Government should step in and stop everything cold. This is when we need a new national socialism. Or maybe not. Maybe it turns out that bad policy remains bad and that the economy has hiccups all the time. And maybe it's true that the government turns those hiccups into fullblown cardiothoracic problems. The case in point, the Free Press has a",
ben_shapiro_9tBJ87oJgqg_0367,ben_shapiro,9tBJ87oJgqg,1880.32,1923.44,"Asian and Indo-Caribbean immigrants, but it's essentially an American organization. Uh you you seem to suggest and the New York Post seems to suggest that there is some untruth to that. >> I think we got to get the facts. Let's let's get the facts. Tell us who their donors are and what did they do, right? And and and you know, so if if you know, look, if it's legitimate, it's legitimate. Prove it's legitimate. But it doesn't it look pretty bad. And you know, you know, Ben, the other thing you the other thing when you're in politics, what you don't want to do is do things that look bad. So if you have nothing to hide, put the information out there and let people make a good decision. >> So obviously there's been a lot of suspicion also about the gaming of algorithms surrounding Zor Mamani. Uh I",
ben_shapiro_k4g4vpR4EaM_0615,ben_shapiro,k4g4vpR4EaM,1923.519,1967.279,"Some of us try to dismiss it, saying, ""Oh, that person just talked too much. It doesn't mean anything."" Or, ""Leave them alone. That's my relative. You probably met them in coffee shop. You know exactly the kind of people I'm talking about. You sat with them at Starbucks. Maybe you've seen them once in a while at the mosque. Maybe you've gone to parties together. You know who I mean. You've seen them. We need to get rid of these people. Man, politics in in here in the United States is going so well. I'm glad that we imported vast populations of people who are, you know, so tribal that Ilhan Omar is able on the basis of tribal identity alone, not even some sort of broader religious",
ben_shapiro_9tBJ87oJgqg_0371,ben_shapiro,9tBJ87oJgqg,2045.84,2089.679,"inside the Republican party, but the American people are deeply unhappy with our politics right now. Like truly unhappy with our politics. And I think there is a reason for that. And the reason is everyone is lying to them. And they are buying the lies. And then it turns out the consequences of those lies do not result in people awakening. They just result in people turning to the next grifter who walks up the block. I point this out because there's an interesting Wall Street Journal piece today looking at the polling data. Quote, ""US elections are sending a consistent message. Americans are deeply frustrated with their government's inability to solve problems."" The latest example arrived Tuesday in a rebuke of President Trump as voters rallied to Democrats in hopes they can better address affordability and other major challenges. That push back was delivered",
ben_shapiro_M1A2BO4tkhE_0792,ben_shapiro,M1A2BO4tkhE,1975.12,2017.84,"seem like a thing worth doing. And one of the things worth pointing out is that when the president says he's keeping blanket tariffs on countries like Guatemala, El Salvador, Ecuador, Argentina, and then he says he's going to carve out things like bananas and coffee, that is a pretty giant carve out. In fact, I asked our sponsors over at Comet, a project of perplexity, what are the top products exported to the United States by Guatemala, El Salvador, Ecuador, and Argentina? Please list percentages. The top exports from Guatemala, El Salvador, Ecuador, and Argentina to the United States consist mainly of agricultural products, textiles, and primary commodities with most recent percentages reflecting their significance in trade for 2024 to 2025. Guatemala, 22.9%",
ben_shapiro_M1A2BO4tkhE_0816,ben_shapiro,M1A2BO4tkhE,2989.599,3032.48,"left who would say that this sort of thing is bizarrely legitimate. To which I say, ""What the hell, man? Of course it isn't. It's ridiculous and disgusting and horrible."" This is why when people say that sex work is work, well, no. Sex is something very different from other types of quote unquote work. And anybody claiming otherwise, it's ridiculous. Okay. Meanwhile, other members of Congress now under scrutiny. Apparently, Eric Swallwell is under scrutiny. He is under scrutiny apparently for theoretically or allegedly taking out another bad mortgage. The DOJ has opened a probe, according to Fox News, into Swallwell over alleged mortgage fraud. Swallwell then went on",
ben_shapiro_MrpKVHd_1No_1105,ben_shapiro,MrpKVHd_1No,3894.319,3919.319,"actual stuff that matters. Matt, thanks so much for taking the time. Really appreciate it. >> You're welcome. >> All righty, folks. The show is continuing for our members right now. Bring you some foreign policy updates from Venezuela and also why is the UK government now denying the Trump administration intelligence sharing? First, remember, in order to watch, you have to be a member. If you're not a member, become a member. Use code Shapiro at checkout for two months free on all annual plans. Click that link in the description and join us.",
ben_shapiro_PGtFTXj6kZc_0051,ben_shapiro,PGtFTXj6kZc,2123.52,2168.48,"science degrees and psychology degrees and ethnic study degrees and and guess what? There's not a big demand for that right now. So, they're you know, they're they're spending uh you know, sometimes $200,000 for a college degree that it really isn't very worthwhile. I I I believe just one tip for young people and I said it before, but I'm going to say it again. The younger you start working, Ben, this is the the evidence is crystal clear about this and it's been true for 200 years. The younger you start working and getting that first job, the more successful you will be in your life. And people go, ""Oh, Steve Morris for, you know, child labor. I'm Look, my my wife grew up on a farm. Uh she is one of the most productive people I've ever met. She's incredible. She",
ben_shapiro_9tBJ87oJgqg_0354,ben_shapiro,9tBJ87oJgqg,1330.48,1374.4,"all righty, folks. Let's talk about something that actually matters a lot, honoring American veterans on Veterans Day. Of course, Legacy Box has been with the Ben Shapiro Show for years. They've helped preserve the memories of over a million families. Now, they're teaming up with all of us here at the Daily Wire to give back in a major way. Legacy Box is donating 10 grand worth of Legacy Boxes to American veterans so those incredible stories of service and sacrifice don't just get lost to time. Here's where it gets personal. If there's a veteran in your family, head on over to get.dwire.com/leacybox or click the link in the show notes. But even if you don't have a veteran in your life, you still have a legacy that's worth preserving. Right now, Legacy Box is giving all of my listeners exclusive access to this deal in honor of Veterans Day. Just nine bucks per tape to digitally preserve your family memories. Legacy Box is the world's largest",
ben_shapiro_yhKn2VEun6E_0954,ben_shapiro,yhKn2VEun6E,883.519,926.88,"steady cash flow, stocks that are a solid business with growth potential that is steady but isn't exponential. Instead, they're like, ""Okay, you know what? I'm going to jump on the bandwagon of one of the Mag 7."" And this is precisely why Tesla had no choice but to give a gigantic pay package to Elon Musk. So people are pointing out they're saying, ""Oh my gosh, in this time of economic hardship for so many people, why is Elon Musk getting a trillion dollar pay package?"" Well, the the answer, of course, is that it isn't cash. He's not being given a trillion dollars in cash. He's being given stock and incentives. And the reason for that is because if he were not if Musk were to break with Tesla, I think it's a fair assumption the stock would collapse. And everybody at the board knows it. According to the New York Times, Tesla",
ben_shapiro_-v01asSN2gU_0688,ben_shapiro,-v01asSN2gU,674.959,719.839,"have noted, empathy is is about the person in front of you and feeling what that person feels. And that's great politically, right? I mean that's that's that's what makes people magic in a room. But when it comes to making a broad public policy, then it's really what is the most effective policy for the greatest number of people. And and if you get empathetic about like this individual, you're very likely to make a bad policy that is specifically designated to help this individual at the expense of many other individuals because anybody who says they're empathetic toward all humanity is is lying. I mean, that's that's that's usually not true. You're empathetic toward others. You're like, it's it's a little it's a little selferving. And so, again, I'll give Manzani credit for magically shaking the hands of cab drivers and kissing babies and being very very good at that. Um, but I'm not sure why that makes for good policy in",
ben_shapiro_ch1qmDW4A04_0413,ben_shapiro,ch1qmDW4A04,333.6,378.56,"city in need of more tax revenue increases the taxes on the next richest group of people. And then those people leave. And this is how you destroy the tax base of a major metropolitan area. Coming up, we'll get into Zoran Mandani. How much money is he going to spend? Where's he going to get that money? The hell is he talking about? We'll get into all of that momentarily. First, are you aware of House Bill Section 702 that extends the right of government agencies to legally monitor American citizens and some of their internet activity without requiring a warrant? Well, you know, that's going to have some downstream impact, particularly from your internet service provider. But you can protect your own online activity when you use ExpressVPN. Your internet service provider tracks every website you visit, and they can legally share that data with not only the government, but also with other companies to market to you",
ben_shapiro_OaRJlL5mOF8_0192,ben_shapiro,OaRJlL5mOF8,530.56,574.8000000000001,"be. There is an occult element at the high levels of society and specifically among the Jews. So many of the people that are perpetrating the lies and the destruction on the country, they are evildoers. They are people that worship false gods. They are people that practice magic or rituals or whatever. And more than anything, those people need to be when we take power, they need to be given the death penalty straight up. And I'm far more concerned about that than I am about even non-white people or mass migration.",
ben_shapiro_TkvYWPAz1gM_0244,ben_shapiro,TkvYWPAz1gM,208.879,252.799,"So, President Trump finally lost it at her on Truth Social. He said, ""I'm withdrawing my support and endorsement of Congresswoman Marjgerie Taylor Green of the great state of Georgia."" He said, ""All I see wacky Marjorie do is complain, complain, complain."" He said, ""It seemed to all begin when I sent her a poll stating she should not run for senator or governor. She was at 12% and didn't have a chance, unless, of course, she had my endorsement, which she wasn't about to get. She has told many people that she is upset that I don't return her phone calls anymore. But with 219 Congress men and women, 53 US senators, 24 cabinet members, almost 200 countries, and an otherwise normal life to lead, I can't take a ranting lunatics call every day."" He then added, ""I understand that wonderful conservative people are thinking about primary marjgery in her district of Georgia that",
ben_shapiro_n_TgAa9uMVc_0538,ben_shapiro,n_TgAa9uMVc,1765.2,1809.84,"doing. The obvious implication is that they are receiving illegal orders each and every day. And we should just point out that if somebody improperly attempts to resist a proper order, that person could end up with actual legal consequences. Pete Hath, the Secretary of Defense, he put out a statement on all of this saying stage 4 TDS. That was the entirety of the statement. Stage four Trump derangement syndrome. That is not wrong. Now, speaking of Trump derangement syndrome, all of the controversy swirling around Jeffrey Epstein continues. is the Senate yesterday approved the Epstein files bill sending it to President Trump's desk. Now, as we discussed, the bill doesn't actually do anything. The bill has a provision that allows the DOJ and actually suggest that the DOJ must redact anything that would violate the law in releasing, which is already the",
ben_shapiro_eZ3grZgEu2c_0919,ben_shapiro,eZ3grZgEu2c,386.8,429.919,"Name it. [Music] I guarantee you it's a capitalist country. I guarantee it. If you're going to talk to me about Denmark or Norway or Sweden, all of them consider themselves to be capitalist countries with a welfare state. >> All I need to know, do you take food stamp? >> They never had a famine. Oh, except for the one that killed 2 million people under capitalist rule. >> What the Wait, wait, wait. >> Take it back now, y'all. >> 2 million people under capitalist rule. >> Okay, so um hold up. He is talking about I assume the Vietnamese famine of 1944 to 45. That would be the Vietnamese famine that killed 2 million people when",
ben_shapiro_n_TgAa9uMVc_0535,ben_shapiro,n_TgAa9uMVc,1637.36,1680.399,"customers can save 35% on your first month of subscription by going to dosedaily.co/shapiro or entering Shapiro a checkout. That's d o s e d a ly.co/apiro for 35% off your first month subscription. Okay. Meanwhile, Democrats are becoming increasingly unhinged with regard to the president's foreign policy. So yesterday, a series of Democrats released a video asking members of the military to openly defy the administration, which is a violation of the law. I mean, this can get you arrested. Here's Senator Slotkin among others pushing this. >> I'm Senator Alyssa Slotkin. >> Senator Mark Kelly, Representative Chris Duzio, >> Congresswoman Maggie Goodlander,",
ben_shapiro_MrpKVHd_1No_1043,ben_shapiro,MrpKVHd_1No,1298.159,1341.679,"season of giving. So, clear out that driveway, do some good. Start the new year with a nice little tax deduction. Go to carsforkids.org/ben right now. That's cars with a K. carsforkids.org/ben. Again, carsforkids.org/ org/bmen to get started. If you got that car in the driveway and it ain't doing anything, why not do something good with it? carsforkids.org. Also, in business, they say you can have better, cheaper, or faster, but you only get to pick two of those. What if you could have all three at the same time? That's exactly what Coher, Thompson Reuters, and Specialized Bikes have since they upgraded to the next generation of the cloud, Oracle Cloud Infrastructure. OCI is the blazing fast platform for your infrastructure, database, application development, and AI needs where you can run any workload in a high availability, consistently",
ben_shapiro_TkvYWPAz1gM_0256,ben_shapiro,TkvYWPAz1gM,712.32,755.04,"But I'm all in favor of more transparency on the Epstein files. and anybody who was involved, if in fact there was, as the sort of most ridiculous suppositions, evidencefree suppositions suggest, some sort of intelligence agency operation to underage people in order to blackmail people, which is the theory here. If that's true, whoever engaged in it is evil. Full stop. Bar none. That's just basic morality. But again, the evidence-free nature of this thing is the reason why it is being trafficked by people like Marjgerie Taylor Green. >> We saw Jeffrey Epstein with ties to Aud Barack. Um we [clears throat] saw him making business deals with them. Also",
ben_shapiro_k4g4vpR4EaM_0585,ben_shapiro,k4g4vpR4EaM,667.04,710.16,"Balance of Nature all the time on the road, not eating healthy. Got to pop that in the protein smoothie so I get at least something healthy during the day. After years of research and development, they've created something that makes getting proper nutrition convenient. Head on over to balanceofnature.com. Use promo code Shapiro for 35% off your first order as a preferred customer and get that free bottle of fiber and spice. That's balanceofnature.com. promo code Shapiro. According to the UK Telegraph, the BBC was forced to correct two stories every single week about the Gaza conflict since the October 7th attacks on Israel. Two stories a week. Okay, which is insane. It's like, how many stories can can you retract before you finally lose",
ben_shapiro_PGtFTXj6kZc_0044,ben_shapiro,PGtFTXj6kZc,1830.399,1875.12,course of the last several years. Obviously Nvidia's numbers are eye watering and eye popping according to the markets. The the the company Nvidia is now worth more than the entire economy of the country of Germany. Uh and and so you know when you when when you look when you look at Nvidia and then you look at the sort of circular deals that are being made between say Nvidia and private companies like Open AI where OpenAI is talking about expending $1.4 trillion in capital over the next 10 years just on data centers and data infrastructure and they generated a $20 billion return this year. There are a lot of people including me are pretty nervous that we may be in an AI bubble. Not to say that AI isn't important but two things can be true at once. AI can be really important and transformative and also whenever you get a new technology there tends to be a,
ben_shapiro_ch1qmDW4A04_0449,ben_shapiro,ch1qmDW4A04,1843.84,1886.399,>> do you think that he is a leader in the Democratic party? >> I think what we're seeing is it's less about what people call themselves and more about what they're focused on. uh the the winner there in the in the New York uh mayor's race was unquestionably more focused on people's struggles on the inability to afford housing on um the inab inability to to to pay the bills at the end of the week and at the end of the month and I think people are less focused right now on on even the the policy proposals but what they want is someone committed to trying to to address it and I think you see that,
ben_shapiro_k4g4vpR4EaM_0670,ben_shapiro,k4g4vpR4EaM,4212.8,4257.04,">> So when you look back and you know you figure you define your legacy as a human being, what does your legacy mean to you? >> Uh couple of things. One that I served my country well. Number two, I think the the best legacy I could ever have is that my grandchildren would say he was a good granddaddy. >> Well, I really want to thank you so much for your service and thank you so much for taking the time. >> Thanks, Ben. Appreciate it. Have a great day. >> We want to thank all of our veterans and whether it's a loved one in uniform or your family's holiday mornings, preserve the stories that shaped you. Head over to legacybox.com/appiro today to preserve your family's history. That's legacybox.com/apiro. All righty, folks. Coming up, we'll jump",
ben_shapiro_ch1qmDW4A04_0479,ben_shapiro,ch1qmDW4A04,3091.839,3135.52,"strike down the tariffs. The stock market has been I I know so many investors, all of whom have been like, you know, I'm going to invest. I'll probably put at the top end of the stock market where the returns are good. The Magnificent 7. The AI companies aren't subject to tariffs really so much because of course they're they're high-tech and and a lot of what they do is cloud-based. But if you want the rest of the stock market to actually grow, what would be great is a solid free trade regime and then let the president go and negotiate further free trade agreements with our allies, places like Japan and South Korea and the Philippines and then box in China and then go after China. I mean that that's how this should have been done in the first place.",
ben_shapiro_M1A2BO4tkhE_0767,ben_shapiro,M1A2BO4tkhE,922.16,966.72,"volatile market. Again, I would be wary, and frankly, I am wary. Meanwhile, other signs that things may be starting to slow. Foreclosures are once again on the rise in the United States. New data from ATOM shows more homeowners falling behind on their mortgages amid job losses and soaring living costs. According to the Daily Mail, in October alone, there were 36,766 foreclosure filings. The first step up in the process when a lender warns a borrower they're in default. That's up 3% from September and 19% from a year ago. Today's homeowners have safer loans and the real estate values haven't dropped so dramatically. So, if a bank has to foreclose, it's not like it's going to completely take the legs out from under",
ben_shapiro_ch1qmDW4A04_0457,ben_shapiro,ch1qmDW4A04,2174.56,2218.16,"constitutional rights. So, visit silencershopfoundation.org to learn more and to support the fight. Also, let's be blunt. Gold just hit $4,000 an ounce for the first time ever. It's up 50% for the year. I recently reuped and the reason I reupt is because I am very very uneasy about the future of the global economy and this is a great hedge against both inflation and uncertainty. Central banks right now are doing the same thing. They are flocking to gold. They are driving up the prices. Do they know something you don't? I mean the answer is probably not. You probably should, you know, go check it out. It's not too late. As I say, I recently bought more gold from Birch Gold. You can get in the door right now. Birch Gold will help you convert an existing IRA or 401k into a tax sheltered IRA in gold. You don't pay a dime out of pocket. Just text Ben to",
ben_shapiro_ch1qmDW4A04_0428,ben_shapiro,ch1qmDW4A04,966.8,1006.92,that's all. And um they have nothing to do with the traditional Democratic party and yet they have more and more play more and more play. They they have made it a full-time job to infiltrate school boards and morties all over the country. And they are not they are not being stopped. They are not. There's going to be a whole new wave of DSA inspired candidates all across America. There's one Rura Ramen running for Georgia governor in 2026.,
ben_shapiro_k4g4vpR4EaM_0591,ben_shapiro,k4g4vpR4EaM,918.72,962.399,"year. And let's be clear, the Obamacare subsidies are the only thing basically that keeps Obamacare solvent. Obamacare relies on these subsidies because Obamacare itself is kind of a bleep show. Very few people are ever going to reach their full deductible under Obamacare. They're just going to pay in tens of thousands of dollars to these Obamacare systems. Many doctors don't even take Obamacare. So, you don't get the doctor that you want. You're paying too much money. Unless you have the federal government subsidizing you. It was always a backdoor nationalization of the healthare system scheme, Obamacare. And when Republicans say no, Democrats complain. They created the system, but somehow it's Republicans who are to blame. Well, President Trump celebrated the end of the shutdown yesterday. Here",
ben_shapiro_MrpKVHd_1No_1031,ben_shapiro,MrpKVHd_1No,799.12,842.8,"Democrat, according to Fedman. I've met with widows. Their husbands were lost in the Gaza war and they have eight children raising eight children by their own. That's a hero for for all of it. Um so so for me it's heartbreaking and and that's been what's so difficult for me is is like being devotion to Israel becoming increasingly incompatible with being a proud Democrat now too. And that's put me at odds. And so we'll see how long this current Democratic party can last without splitting into pieces. Now, meanwhile, the biggest threat to the Republicans at this point is indeed the economy. This has been true for a very long time. The reality is, I've been saying for",
ben_shapiro_k4g4vpR4EaM_0597,ben_shapiro,k4g4vpR4EaM,1172.0,1215.919,"of all the shutdown effects and consequences. drowning out the high stakes of the healthcare fight. I think it's a fight we can win. >> Now again, Democrats don't even believe this, so they are ticked. They are really ticked, especially those who have 2028 aspirations. According to Axios, many congressional Democrats are not on board with that Senate deal. Democrats are once again divided. The shutdown deal didn't extend healthcare subsidies. Of course, the Senate ultimately settled for nothing more than a promise of a vote. They got an extension of government funding through January 30th, funding for food stamps through fiscal year 2026 and the reversal of those federal worker layoffs that President Trump had done during the shutdown.",
